"X1","X2","val","copies","data"
"09.income","30.emcc",0.0029002920286431,5,"sd2011_clean_small"
"09.income","31.englang",0.00268561926015907,5,"sd2011_clean_small"
"09.income","32.height",0.0035772401665289,5,"sd2011_clean_small"
"09.income","33.weight",0.0074664271852019,5,"sd2011_clean_small"
"10.marital","11.mmarr",0.00396570524891449,5,"sd2011_clean_small"
"10.marital","12.ymarr",0.00676072290717557,5,"sd2011_clean_small"
"10.marital","13.msepdiv",0.00364559080425677,5,"sd2011_clean_small"
"10.marital","14.ysepdiv",0.00496339623954822,5,"sd2011_clean_small"
"10.marital","15.ls",0.00434719331606822,5,"sd2011_clean_small"
"10.marital","16.depress",0.00224401519210485,5,"sd2011_clean_small"
"10.marital","17.trust",0.00115858367894016,5,"sd2011_clean_small"
"10.marital","18.trustfam",0.00121873127090351,5,"sd2011_clean_small"
"10.marital","19.trustneigh",0.0014323029230966,5,"sd2011_clean_small"
"10.marital","20.sport",0.00131538452982183,5,"sd2011_clean_small"
"10.marital","21.nofriend",0.00236016324526783,5,"sd2011_clean_small"
"10.marital","22.smoke",0.000732474271730016,5,"sd2011_clean_small"
"10.marital","23.nociga",0.00179976578948793,5,"sd2011_clean_small"
"10.marital","24.alcabuse",0.00149915339158596,5,"sd2011_clean_small"
"10.marital","25.alcsol",0.00137229159107218,5,"sd2011_clean_small"
"10.marital","26.workab",0.00100081411501112,5,"sd2011_clean_small"
"10.marital","27.wkabdur",0.000966908165143722,5,"sd2011_clean_small"
"10.marital","28.wkabint",0.00138813944388924,5,"sd2011_clean_small"
"10.marital","29.wkabintdur",0.00135078519952759,5,"sd2011_clean_small"
"10.marital","30.emcc",0.0025201594630592,5,"sd2011_clean_small"
"10.marital","31.englang",0.00218092303453901,5,"sd2011_clean_small"
"10.marital","32.height",0.00175037029041886,5,"sd2011_clean_small"
"10.marital","33.weight",0.00744674145872193,5,"sd2011_clean_small"
"11.mmarr","12.ymarr",0.00132990469390446,5,"sd2011_clean_small"
"11.mmarr","13.msepdiv",0.000718444206335381,5,"sd2011_clean_small"
"11.mmarr","14.ysepdiv",0.0016962879774173,5,"sd2011_clean_small"
"11.mmarr","15.ls",0.00104768804767842,5,"sd2011_clean_small"
"11.mmarr","16.depress",0.000634491576525261,5,"sd2011_clean_small"
