"names","Estimate","Std. Error","dep_var","data","minbucket","cp","copies"
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",50,0.0001,5
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",50,0.0001,5
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",50,0.0001,5
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",50,0.0001,5
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",5,0.01,5
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",5,0.01,5
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",5,0.01,5
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",5,0.01,5
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",10,0.01,5
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",10,0.01,5
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",10,0.01,5
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",10,0.01,5
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",25,0.01,5
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",25,0.01,5
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",25,0.01,5
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",25,0.01,5
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",50,0.01,5
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",50,0.01,5
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",50,0.01,5
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",50,0.01,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.00000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.00000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.00000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.00000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.00000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.00000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.00000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.00000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.00000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.00000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.00000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.00000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.00000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.00000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.00000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.00000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.000001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.000001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.000001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.000001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.0001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.0001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.0001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.0001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.0001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.0001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.0001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.0001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.0001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.0001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.0001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.0001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.0001,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.0001,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.0001,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.0001,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.01,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.01,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.01,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.01,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.01,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.01,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.01,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.01,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.01,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.01,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.01,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.01,5
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.01,5
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.01,5
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.01,5
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.01,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.00000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.00000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.00000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.00000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.00000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.00000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.00000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.00000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.00000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.00000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.00000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.00000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.00000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.00000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.00000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.00000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.000001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.000001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.000001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.000001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.0001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.0001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.0001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.0001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.0001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.0001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.0001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.0001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.0001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.0001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.0001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.0001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.0001,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.0001,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.0001,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.0001,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.01,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.01,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.01,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.01,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.01,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.01,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.01,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.01,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.01,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.01,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.01,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.01,5
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.01,5
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.01,5
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.01,5
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.01,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.00000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.00000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.00000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.00000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.00000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.00000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.00000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.00000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.00000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.00000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.00000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.00000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.00000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.00000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.00000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.00000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.000001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.000001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.000001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.000001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.0001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.0001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.0001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.0001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.0001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.0001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.0001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.0001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.0001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.0001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.0001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.0001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.0001,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.0001,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.0001,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.0001,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.01,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.01,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.01,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.01,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.01,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.01,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.01,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.01,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.01,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.01,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.01,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.01,5
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.01,5
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.01,5
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.01,5
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.01,5
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",5,0.00000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",5,0.00000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",5,0.00000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",5,0.00000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",10,0.00000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",10,0.00000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",10,0.00000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",10,0.00000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",25,0.00000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",25,0.00000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",25,0.00000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",25,0.00000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",50,0.00000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",50,0.00000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",50,0.00000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",50,0.00000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",5,0.000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",5,0.000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",5,0.000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",5,0.000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",10,0.000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",10,0.000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",10,0.000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",10,0.000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",25,0.000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",25,0.000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",25,0.000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",25,0.000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",50,0.000001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",50,0.000001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",50,0.000001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",50,0.000001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",5,0.0001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",5,0.0001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",5,0.0001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",5,0.0001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",10,0.0001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",10,0.0001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",10,0.0001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",10,0.0001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",25,0.0001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",25,0.0001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",25,0.0001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",25,0.0001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",50,0.0001,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",50,0.0001,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",50,0.0001,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",50,0.0001,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",5,0.01,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",5,0.01,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",5,0.01,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",5,0.01,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",10,0.01,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",10,0.01,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",10,0.01,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",10,0.01,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",25,0.01,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",25,0.01,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",25,0.01,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",25,0.01,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",50,0.01,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",50,0.01,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",50,0.01,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",50,0.01,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.00000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.00000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.00000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.00000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.00000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.00000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.00000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.00000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.00000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.00000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.00000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.00000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.00000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.00000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.00000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.00000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.000001,10
