"names","Estimate","Std. Error","dep_var","data","minbucket","cp","copies"
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.000001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.000001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.000001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.000001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.0001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.0001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.0001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.0001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.0001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.0001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.0001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.0001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.0001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.0001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.0001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.0001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.0001,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.0001,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.0001,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.0001,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",5,0.01,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",5,0.01,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",5,0.01,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",5,0.01,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",10,0.01,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",10,0.01,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",10,0.01,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",10,0.01,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",25,0.01,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",25,0.01,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",25,0.01,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",25,0.01,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",50,0.01,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",50,0.01,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",50,0.01,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",50,0.01,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.00000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.00000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.00000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.00000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.00000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.00000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.00000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.00000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.00000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.00000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.00000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.00000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.00000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.00000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.00000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.00000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.000001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.000001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.000001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.000001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.0001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.0001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.0001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.0001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.0001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.0001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.0001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.0001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.0001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.0001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.0001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.0001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.0001,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.0001,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.0001,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.0001,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",5,0.01,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",5,0.01,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",5,0.01,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",5,0.01,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",10,0.01,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",10,0.01,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",10,0.01,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",10,0.01,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",25,0.01,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",25,0.01,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",25,0.01,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",25,0.01,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",50,0.01,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",50,0.01,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",50,0.01,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",50,0.01,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.00000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.00000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.00000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.00000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.00000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.00000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.00000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.00000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.00000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.00000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.00000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.00000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.00000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.00000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.00000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.00000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.000001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.000001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.000001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.000001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.0001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.0001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.0001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.0001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.0001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.0001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.0001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.0001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.0001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.0001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.0001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.0001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.0001,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.0001,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.0001,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.0001,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",5,0.01,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",5,0.01,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",5,0.01,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",5,0.01,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",10,0.01,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",10,0.01,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",10,0.01,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",10,0.01,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",25,0.01,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",25,0.01,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",25,0.01,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",25,0.01,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",50,0.01,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",50,0.01,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",50,0.01,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",50,0.01,10
"(Intercept)",0.0723852545922224,0.128789801901456,"var_1","sds",5,0.00000001,5
"var_2B",0.0303272800463346,0.127052929003378,"var_1","sds",5,0.00000001,5
"var_3B",-0.0505184454609977,0.127561377076657,"var_1","sds",5,0.00000001,5
"var_4B",0.101262093940169,0.127518447636334,"var_1","sds",5,0.00000001,5
"(Intercept)",0.0709064297543001,0.129616657158511,"var_1","sds",10,0.00000001,5
"var_2B",0.0687318692742924,0.127165997324434,"var_1","sds",10,0.00000001,5
"var_3B",-0.0643729624900854,0.12746378488814,"var_1","sds",10,0.00000001,5
"var_4B",0.0760296730439039,0.127456972060866,"var_1","sds",10,0.00000001,5
"(Intercept)",0.0906901512109779,0.129281445213996,"var_1","sds",25,0.00000001,5
"var_2B",0.00741336438151291,0.127306442894391,"var_1","sds",25,0.00000001,5
"var_3B",-0.0283326220663863,0.127462209484721,"var_1","sds",25,0.00000001,5
"var_4B",0.09900014889169,0.127356370844965,"var_1","sds",25,0.00000001,5
"(Intercept)",0.0991425576279755,0.130489942081977,"var_1","sds",50,0.00000001,5
"var_2B",-0.0136499025229329,0.127478402507875,"var_1","sds",50,0.00000001,5
"var_3B",-0.0237696204775744,0.127511287462953,"var_1","sds",50,0.00000001,5
"var_4B",0.101477796981881,0.127386733185942,"var_1","sds",50,0.00000001,5
"(Intercept)",0.0342650744791858,0.130591337779241,"var_1","sds",5,0.000001,5
"var_2B",0.0993878634921513,0.127445948638725,"var_1","sds",5,0.000001,5
"var_3B",-0.016951342511206,0.127943658006728,"var_1","sds",5,0.000001,5
"var_4B",0.14776674855984,0.127910192671416,"var_1","sds",5,0.000001,5
"(Intercept)",0.178137192622477,0.128325313316181,"var_1","sds",10,0.000001,5
"var_2B",-0.116487180172503,0.127312743543047,"var_1","sds",10,0.000001,5
"var_3B",-0.0762694623648649,0.127464438829285,"var_1","sds",10,0.000001,5
"var_4B",0.10724531050281,0.127489861362606,"var_1","sds",10,0.000001,5
"(Intercept)",0.118432948608194,0.13044739768008,"var_1","sds",25,0.000001,5
"var_2B",-0.10427079914513,0.127233184074065,"var_1","sds",25,0.000001,5
"var_3B",-0.0468761942413115,0.127284330039537,"var_1","sds",25,0.000001,5
"var_4B",0.0346318185430684,0.127206070352691,"var_1","sds",25,0.000001,5
"(Intercept)",0.103240460017252,0.129541175375827,"var_1","sds",50,0.000001,5
"var_2B",0.0668230594017915,0.127161979491192,"var_1","sds",50,0.000001,5
"var_3B",-0.0523045258991936,0.127321155171614,"var_1","sds",50,0.000001,5
"var_4B",-0.0186766387946741,0.127364486532559,"var_1","sds",50,0.000001,5
"(Intercept)",0.0683798473370526,0.127600288787079,"var_1","sds",5,0.0001,5
"var_2B",-0.00689779287579432,0.127204178363012,"var_1","sds",5,0.0001,5
"var_3B",-0.0400828691898324,0.127084915056263,"var_1","sds",5,0.0001,5
"var_4B",0.1080512778501,0.127404433960793,"var_1","sds",5,0.0001,5
"(Intercept)",0.166314184446058,0.129245229229924,"var_1","sds",10,0.0001,5
"var_2B",-0.0870937751079155,0.12736017502644,"var_1","sds",10,0.0001,5
"var_3B",-0.0823269608064634,0.127267761992322,"var_1","sds",10,0.0001,5
"var_4B",0.0530543817042942,0.127336248986453,"var_1","sds",10,0.0001,5
"(Intercept)",0.15692492280497,0.128083269322668,"var_1","sds",25,0.0001,5
"var_2B",-0.0672474021649636,0.127453365207393,"var_1","sds",25,0.0001,5
"var_3B",-0.0899695446955581,0.127700106971252,"var_1","sds",25,0.0001,5
"var_4B",0.137497193631197,0.127939021886841,"var_1","sds",25,0.0001,5
"(Intercept)",0.158736718380746,0.131380995806006,"var_1","sds",50,0.0001,5
"var_2B",-0.0155676144759969,0.127469242575661,"var_1","sds",50,0.0001,5
"var_3B",-0.110513344488585,0.127533715379611,"var_1","sds",50,0.0001,5
"var_4B",0.0710117827988677,0.127511359029724,"var_1","sds",50,0.0001,5
"(Intercept)",0.201296559910562,0.130608272081651,"var_1","sds",5,0.01,5
"var_2B",-0.0669473124638998,0.127270550982799,"var_1","sds",5,0.01,5
"var_3B",-0.107679972173882,0.127590054656402,"var_1","sds",5,0.01,5
"var_4B",-0.0654315931460197,0.127405703686332,"var_1","sds",5,0.01,5
"(Intercept)",0.0767986972152449,0.130828068924216,"var_1","sds",10,0.01,5
"var_2B",0.0354567687302346,0.127352012808137,"var_1","sds",10,0.01,5
"var_3B",-0.0914946428082943,0.127422559271156,"var_1","sds",10,0.01,5
"var_4B",0.08501792376892,0.1273454289163,"var_1","sds",10,0.01,5
"(Intercept)",0.183413614351913,0.131809309808681,"var_1","sds",25,0.01,5
"var_2B",-0.0133579593240415,0.127173282343242,"var_1","sds",25,0.01,5
"var_3B",-0.079147764704278,0.127579352365171,"var_1","sds",25,0.01,5
"var_4B",-0.073576228412793,0.127483831176037,"var_1","sds",25,0.01,5
"(Intercept)",0.156042337358896,0.129886701215682,"var_1","sds",50,0.01,5
"var_2B",0.0455814614081059,0.127464472529556,"var_1","sds",50,0.01,5
"var_3B",-0.0751146931561722,0.127732625736279,"var_1","sds",50,0.01,5
"var_4B",-0.0504641413488709,0.127551479803958,"var_1","sds",50,0.01,5
"(Intercept)",0.011356513732254,0.13009233999832,"var_2","sds",5,0.00000001,5
"var_1B",-0.00156150363003178,0.127053435079451,"var_2","sds",5,0.00000001,5
"var_3B",0.00224208252960431,0.127356929373378,"var_2","sds",5,0.00000001,5
"var_4B",0.077333455749589,0.127299274120584,"var_2","sds",5,0.00000001,5
"(Intercept)",0.101040961620856,0.130405500693077,"var_2","sds",10,0.00000001,5
"var_1B",0.057566859336344,0.127166342932693,"var_2","sds",10,0.00000001,5
"var_3B",-0.0550380963399226,0.12737654500431,"var_2","sds",10,0.00000001,5
"var_4B",-0.0507933753458313,0.127298136168538,"var_2","sds",10,0.00000001,5
"(Intercept)",0.0605722518448349,0.129966093304007,"var_2","sds",25,0.00000001,5
"var_1B",0.0205591715309203,0.127306790105004,"var_2","sds",25,0.00000001,5
"var_3B",-0.0211670318741493,0.127068436792913,"var_2","sds",25,0.00000001,5
"var_4B",0.00530465605568732,0.127121063717429,"var_2","sds",25,0.00000001,5
"(Intercept)",0.190197811369013,0.129346122791796,"var_2","sds",50,0.00000001,5
"var_1B",-0.0450957677707914,0.127478646319078,"var_2","sds",50,0.00000001,5
"var_3B",-0.144339540858501,0.127240576411735,"var_2","sds",50,0.00000001,5
"var_4B",0.00212626488346535,0.127324480145716,"var_2","sds",50,0.00000001,5
"(Intercept)",-0.0011407011935635,0.130914624533541,"var_2","sds",5,0.000001,5
"var_1B",0.0993932029979721,0.127445818242924,"var_2","sds",5,0.000001,5
"var_3B",-0.0712636652154879,0.127379507699932,"var_2","sds",5,0.000001,5
"var_4B",0.0464130377215974,0.127412649972629,"var_2","sds",5,0.000001,5
"(Intercept)",0.0233469429111608,0.129721897676916,"var_2","sds",10,0.000001,5
"var_1B",-0.066804099582284,0.127312154029224,"var_2","sds",10,0.000001,5
"var_3B",0.0614415974538595,0.127157044849288,"var_2","sds",10,0.000001,5
"var_4B",0.0644227898695772,0.127270369838825,"var_2","sds",10,0.000001,5
"(Intercept)",0.174766807171471,0.129265528200263,"var_2","sds",25,0.000001,5
"var_1B",0.0168914131461113,0.127233415269202,"var_2","sds",25,0.000001,5
"var_3B",-0.104293123234237,0.127348299499178,"var_2","sds",25,0.000001,5
"var_4B",-0.0196875539494374,0.127341567439226,"var_2","sds",25,0.000001,5
"(Intercept)",0.0779844584628555,0.130809221905724,"var_2","sds",50,0.000001,5
"var_1B",-0.0809267807492575,0.127162393280816,"var_2","sds",50,0.000001,5
"var_3B",-0.0539945233686477,0.127035555782895,"var_2","sds",50,0.000001,5
"var_4B",0.0588081241309015,0.127169876536151,"var_2","sds",50,0.000001,5
"(Intercept)",0.0384487633346031,0.128052275058811,"var_2","sds",5,0.0001,5
"var_1B",-0.00689781484967844,0.127204025477236,"var_2","sds",5,0.0001,5
"var_3B",-0.00880128648799965,0.127120435198953,"var_2","sds",5,0.0001,5
"var_4B",0.0763784255121539,0.127326155072759,"var_2","sds",5,0.0001,5
"(Intercept)",0.137302171677591,0.129571399160691,"var_2","sds",10,0.0001,5
"var_1B",-0.0620044449988438,0.127359529261062,"var_2","sds",10,0.0001,5
"var_3B",0.00453106603265245,0.127360049476439,"var_2","sds",10,0.0001,5
"var_4B",0.0425768061227456,0.12745132148493,"var_2","sds",10,0.0001,5
"(Intercept)",0.0904218118715888,0.12946433237809,"var_2","sds",25,0.0001,5
"var_1B",-0.112890688062171,0.127453024573506,"var_2","sds",25,0.0001,5
"var_3B",-0.0572458554629196,0.127303672697958,"var_2","sds",25,0.0001,5
"var_4B",0.0780610463632183,0.127471362030043,"var_2","sds",25,0.0001,5
"(Intercept)",0.139039942420133,0.13180006187667,"var_2","sds",50,0.0001,5
"var_1B",-0.0155657242113095,0.127468150804314,"var_2","sds",50,0.0001,5
"var_3B",-0.116921256123189,0.127458171084341,"var_2","sds",50,0.0001,5
"var_4B",-0.00214097911664824,0.12733488897651,"var_2","sds",50,0.0001,5
"(Intercept)",0.135741679584704,0.131591929315377,"var_2","sds",5,0.01,5
"var_1B",-0.0669556792000807,0.127271582430349,"var_2","sds",5,0.01,5
"var_3B",-0.179015056827797,0.127492184214555,"var_2","sds",5,0.01,5
"var_4B",0.0221758594957974,0.12746887140982,"var_2","sds",5,0.01,5
"(Intercept)",0.0895493433630166,0.129620601667131,"var_2","sds",10,0.01,5
"var_1B",0.0107744473843745,0.127352312579121,"var_2","sds",10,0.01,5
"var_3B",-0.0393056933550897,0.127296298848522,"var_2","sds",10,0.01,5
"var_4B",0.000403175825311924,0.127297544224087,"var_2","sds",10,0.01,5
"(Intercept)",0.131286637048114,0.131868222233435,"var_2","sds",25,0.01,5
"var_1B",0.00915351159438583,0.127173268628517,"var_2","sds",25,0.01,5
"var_3B",-0.155356735906458,0.127440345652542,"var_2","sds",25,0.01,5
"var_4B",0.0313157698351467,0.127494904651299,"var_2","sds",25,0.01,5
"(Intercept)",0.0916024672288792,0.130970223181103,"var_2","sds",50,0.01,5
"var_1B",-0.0558830421694728,0.12746479225338,"var_2","sds",50,0.01,5
"var_3B",0.0134874571981892,0.127573156463653,"var_2","sds",50,0.01,5
"var_4B",0.0156783012309064,0.127444332348406,"var_2","sds",50,0.01,5
"(Intercept)",-0.0784450651813581,0.128196213167605,"var_3","sds",5,0.00000001,5
"var_1B",0.0315598420514708,0.127561594737137,"var_3","sds",5,0.00000001,5
"var_2B",-0.00223971866321599,0.127357417486712,"var_3","sds",5,0.00000001,5
"var_4B",0.266162964035619,0.127379237362518,"var_3","sds",5,0.00000001,5
"(Intercept)",0.0882578565549111,0.128263725726805,"var_3","sds",10,0.00000001,5
"var_1B",-0.0847447119217383,0.127464209245225,"var_3","sds",10,0.00000001,5
"var_2B",-0.0252456373833101,0.127377312530838,"var_3","sds",10,0.00000001,5
"var_4B",0.0661697034110326,0.127345879595807,"var_3","sds",10,0.00000001,5
"(Intercept)",0.107499798119541,0.128756804958076,"var_3","sds",25,0.00000001,5
"var_1B",-0.0898008435280147,0.1274617330454,"var_3","sds",25,0.00000001,5
"var_2B",0.0584746679716784,0.127067549677493,"var_3","sds",25,0.00000001,5
"var_4B",-0.0541530045782864,0.127180732276243,"var_3","sds",25,0.00000001,5
"(Intercept)",-0.161899235648983,0.129752599872642,"var_3","sds",50,0.00000001,5
"var_1B",0.0837835529553775,0.127512280333759,"var_3","sds",50,0.00000001,5
"var_2B",0.144331263849846,0.127240467063123,"var_3","sds",50,0.00000001,5
"var_4B",0.211374427677682,0.127193622102843,"var_3","sds",50,0.00000001,5
"(Intercept)",-0.0746730029473202,0.128242850391065,"var_3","sds",5,0.000001,5
"var_1B",-0.0338638646590059,0.127942380472357,"var_3","sds",5,0.000001,5
"var_2B",0.0477576390203508,0.127378200928574,"var_3","sds",5,0.000001,5
"var_4B",0.228739165990438,0.127382201858909,"var_3","sds",5,0.000001,5
"(Intercept)",-0.0422680682106122,0.1286445451143,"var_3","sds",10,0.000001,5
"var_1B",0.054061896367217,0.127464315960031,"var_3","sds",10,0.000001,5
"var_2B",0.0396522320798081,0.127156903188769,"var_3","sds",10,0.000001,5
"var_4B",0.0786044637269094,0.127258679888314,"var_3","sds",10,0.000001,5
"(Intercept)",-0.120985877531458,0.128560009153307,"var_3","sds",25,0.000001,5
"var_1B",0.152339542559534,0.127285364161947,"var_3","sds",25,0.000001,5
"var_2B",0.0592109999539353,0.127349117344034,"var_3","sds",25,0.000001,5
"var_4B",0.137791435703913,0.127189843121148,"var_3","sds",25,0.000001,5
"(Intercept)",0.0593519867620244,0.128380890759992,"var_3","sds",50,0.000001,5
"var_1B",-0.00103584487988753,0.127322328637034,"var_3","sds",50,0.000001,5
"var_2B",-0.0178429366888418,0.127035874299283,"var_3","sds",50,0.000001,5
"var_4B",-0.0131865985911052,0.127165395305096,"var_3","sds",50,0.000001,5
"(Intercept)",-0.0699784852828647,0.126885843375195,"var_3","sds",5,0.0001,5
"var_1B",0.0917166359868154,0.127085244521045,"var_3","sds",5,0.0001,5
"var_2B",0.0462465392490841,0.127120401172481,"var_3","sds",5,0.0001,5
"var_4B",0.0375859471321075,0.127258007437167,"var_3","sds",5,0.0001,5
"(Intercept)",-0.128764329725985,0.129795183730208,"var_3","sds",10,0.0001,5
"var_1B",0.0823254894978411,0.127268329379753,"var_3","sds",10,0.0001,5
"var_2B",0.0351409486854737,0.127359837578892,"var_3","sds",10,0.0001,5
"var_4B",0.223106960574197,0.127122269013315,"var_3","sds",10,0.0001,5
"(Intercept)",-0.101779886044476,0.128019760860564,"var_3","sds",25,0.0001,5
"var_1B",0.1139114898736,0.127698520984433,"var_3","sds",25,0.0001,5
"var_2B",-0.0603761819184858,0.127303752237226,"var_3","sds",25,0.0001,5
"var_4B",0.227527669775662,0.127414713489886,"var_3","sds",25,0.0001,5
"(Intercept)",0.122221594289817,0.130303817084638,"var_3","sds",50,0.0001,5
