"X1","X2","val","data","sdg"
"12.ymarr","14.ysepdiv",0.000593452235641188,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","15.ls",0.000881736681883567,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","16.depress",0.000625222358881808,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","17.trust",0.000665423479926554,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","18.trustfam",0.000634328002581121,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","19.trustneigh",0.000425395439394636,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","20.sport",0.000410871145224988,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","21.nofriend",0.0072094010068078,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","22.smoke",0.000491421010520522,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","23.nociga",0.00065299102949958,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","24.alcabuse",0.000458165229444179,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","25.alcsol",0.000533660839807381,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","26.workab",0.000520060462860935,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","27.wkabdur",0.000849296536806781,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","28.wkabint",0.000768998718941731,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","29.wkabintdur",0.00101095499800675,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","30.emcc",0.00142158308534062,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","31.englang",0.000380607938876731,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","32.height",0.00368631319517157,"sd2011_clean_small","DataSynthesizer"
"12.ymarr","33.weight",0.00142676045386637,"sd2011_clean_small","DataSynthesizer"
"13.msepdiv","14.ysepdiv",0.00051669131754419,"sd2011_clean_small","DataSynthesizer"
"13.msepdiv","15.ls",0.00339864296966012,"sd2011_clean_small","DataSynthesizer"
"13.msepdiv","16.depress",0.000681226207275444,"sd2011_clean_small","DataSynthesizer"
"13.msepdiv","17.trust",0.000480003871036066,"sd2011_clean_small","DataSynthesizer"
"13.msepdiv","18.trustfam",0.000403162350969613,"sd2011_clean_small","DataSynthesizer"
"13.msepdiv","19.trustneigh",0.000441015411697958,"sd2011_clean_small","DataSynthesizer"
