"term","estimate","std.error","statistic","p.value","dep_var","data","minbucket","cp","copies"
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",50,0.0001,10
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",5,0.01,5
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",5,0.01,5
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",5,0.01,5
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",5,0.01,5
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",5,0.01,5
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",5,0.01,5
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",5,0.01,5
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",5,0.01,5
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",5,0.01,5
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",5,0.01,10
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",5,0.01,10
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",5,0.01,10
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",5,0.01,10
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",5,0.01,10
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",5,0.01,10
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",5,0.01,10
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",5,0.01,10
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",5,0.01,10
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",10,0.01,5
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",10,0.01,5
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",10,0.01,5
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",10,0.01,5
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",10,0.01,5
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",10,0.01,5
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",10,0.01,5
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",10,0.01,5
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",10,0.01,5
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",10,0.01,10
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",10,0.01,10
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",10,0.01,10
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",10,0.01,10
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",10,0.01,10
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",10,0.01,10
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",10,0.01,10
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",10,0.01,10
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",10,0.01,10
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",25,0.01,5
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",25,0.01,5
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",25,0.01,5
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",25,0.01,5
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",25,0.01,5
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",25,0.01,5
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",25,0.01,5
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",25,0.01,5
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",25,0.01,5
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",25,0.01,10
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",25,0.01,10
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",25,0.01,10
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",25,0.01,10
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",25,0.01,10
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",25,0.01,10
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",25,0.01,10
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",25,0.01,10
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",25,0.01,10
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",50,0.01,5
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",50,0.01,5
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",50,0.01,5
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",50,0.01,5
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",50,0.01,5
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",50,0.01,5
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",50,0.01,5
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",50,0.01,5
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",50,0.01,5
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",50,0.01,10
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",50,0.01,10
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",50,0.01,10
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",50,0.01,10
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",50,0.01,10
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",50,0.01,10
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",50,0.01,10
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",50,0.01,10
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",50,0.01,10
"(Intercept)",3.97872933668345,0.232521649872126,17.1112209932775,0.000000000000000000000000000000040881316088013,"age","sds",5,0.00000001,5
"income",0.00623672227801798,0.0191502186852167,0.325673684490742,0.745593061703758,"age","sds",5,0.00000001,5
"wealth",-0.0101165670741428,0.0095123886307295,-1.06351490323488,0.288293965422695,"age","sds",5,0.00000001,5
"(Intercept)",10.5094505380243,0.416873561575167,25.2101632406576,0.00000000000000000000000000000222013594154471,"income","sds",5,0.00000001,5
"age",0.026102030044755,0.0785945365814506,0.332109980923476,0.740803446721196,"income","sds",5,0.00000001,5
"wealth",-0.0495567566846771,0.0210035484802753,-2.35944686828593,0.021573186016898,"income","sds",5,0.00000001,5
"(Intercept)",14.2956750666365,0.948680774759164,15.0690047136938,0.0000000000000000000443940792188877,"wealth","sds",5,0.00000001,5
"age",-0.142625800852226,0.135422566330237,-1.05319079912002,0.292986118909641,"wealth","sds",5,0.00000001,5
"income",-0.172336131066741,0.0735604898909478,-2.342781176719,0.022671161932164,"wealth","sds",5,0.00000001,5
"(Intercept)",3.88520163691637,0.222491803823603,17.4622236421646,0.00000000000000000000000000000000000000000000000000000000845421285580809,"age","sds",5,0.00000001,10
"income",0.0112215976031811,0.0175533371910342,0.639285708526853,0.52278642776233,"age","sds",5,0.00000001,10
"wealth",-0.00688802607998204,0.00951136948415492,-0.7241886766629,0.469129814849985,"age","sds",5,0.00000001,10
"(Intercept)",10.5225360165003,0.3867134632527,27.2101620874377,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000385782668568046,"income","sds",5,0.00000001,10
"age",0.0464870325482821,0.0722752569286936,0.6431942897712,0.52024699378995,"income","sds",5,0.00000001,10
"wealth",-0.0567253131408665,0.0197615983476397,-2.87048204011503,0.00431637719326179,"income","sds",5,0.00000001,10
"(Intercept)",14.3452906109502,0.843281611835815,17.0112693192974,0.0000000000000000000000000000000000000000000000000000149625052239081,"wealth","sds",5,0.00000001,10
"age",-0.0964707465147526,0.134038811128156,-0.719722487112451,0.471880629278691,"wealth","sds",5,0.00000001,10
"income",-0.192530362932737,0.0676677282914255,-2.84523166055706,0.00467475773514695,"wealth","sds",5,0.00000001,10
"(Intercept)",4.14716040449942,0.259430614939046,15.9856245396242,0.00000000000000043121017285874,"age","sds",10,0.00000001,5
"income",0.00334433012953512,0.0203552190317317,0.164298410364519,0.87031816720626,"age","sds",10,0.00000001,5
"wealth",-0.0220056069163436,0.00978485560736345,-2.2489454928475,0.025448849735955,"age","sds",10,0.00000001,5
"(Intercept)",10.2695080314579,0.38376302079911,26.7600250020799,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000627325844032412,"income","sds",10,0.00000001,5
"age",0.0138512088662813,0.0828941810885898,0.167095068488323,0.868128128304145,"income","sds",10,0.00000001,5
"wealth",-0.0233487357620367,0.0196178308458966,-1.19017927850675,0.234891216975286,"income","sds",10,0.00000001,5
"(Intercept)",14.0371870449358,0.820837027974311,17.1010646042336,0.0000000000000000000000000000000000000000000000000000000000142723211135123,"wealth","sds",10,0.00000001,5
"age",-0.305699859251185,0.135963936117569,-2.24838930072489,0.0256309955098096,"wealth","sds",10,0.00000001,5
"income",-0.0786090752737123,0.0665464504122335,-1.18126624014887,0.238415044822635,"wealth","sds",10,0.00000001,5
"(Intercept)",3.97698567671323,0.217098306047364,18.3188240807627,0.000000000000000000000000000000000000000000000000000000000000000016695962548188,"age","sds",10,0.00000001,10
"income",0.00877042535864719,0.0176653714375391,0.496475570279261,0.619694002780213,"age","sds",10,0.00000001,10
"wealth",-0.0121159925078399,0.00983378464175846,-1.23207828412168,0.218746987403519,"age","sds",10,0.00000001,10
"(Intercept)",10.3594785886052,0.376904311877642,27.4856993198006,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000381516097589182,"income","sds",10,0.00000001,10
"age",0.0350054764415194,0.072400080854781,0.483500515858993,0.628866349196966,"income","sds",10,0.00000001,10
"wealth",-0.0398211798102729,0.0185909126779216,-2.1419701388606,0.0322330401633891,"income","sds",10,0.00000001,10
"(Intercept)",14.1031524440242,0.815042962734803,17.3035693685426,0.000000000000000000000000000000000000000000000000000000000000000389740836976019,"wealth","sds",10,0.00000001,10
"age",-0.167044076276546,0.137438603616256,-1.21540871255467,0.224938095211926,"wealth","sds",10,0.00000001,10
"income",-0.136802032401923,0.0637156280559986,-2.14707186566049,0.0318276184828455,"wealth","sds",10,0.00000001,10
"(Intercept)",3.79050631058171,0.222975904986258,16.9996229449784,0.00000000000000000000000000000000000000000000000000698282031740206,"age","sds",25,0.00000001,5
"income",0.0177633183045677,0.0171772180713906,1.0341207889858,0.301100448034422,"age","sds",25,0.00000001,5
"wealth",-0.00448253381240563,0.0104520844600986,-0.428865058402269,0.668775980097641,"age","sds",25,0.00000001,5
"(Intercept)",10.2293974629267,0.369091479199882,27.7150734693255,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000985133901132287,"income","sds",25,0.00000001,5
"age",0.0702523388994353,0.0675989244305024,1.03925231786285,0.298713119357395,"income","sds",25,0.00000001,5
"wealth",-0.0407407427486227,0.0198335570126072,-2.05413193017904,0.0407125957312021,"income","sds",25,0.00000001,5
"(Intercept)",13.5863537593634,0.875171545059894,15.5242178931144,0.0000000000000000000000353818430539486,"wealth","sds",25,0.00000001,5
"age",-0.0576682369192041,0.132986214421232,-0.433640713589612,0.665315667646827,"wealth","sds",25,0.00000001,5
"income",-0.133689514496515,0.0655587244426339,-2.03923300267224,0.0428082177801526,"wealth","sds",25,0.00000001,5
"(Intercept)",3.99976768723079,0.217793971712521,18.3649145831746,0.000000000000000000000000000000000000000000000000000000000000000522226946524444,"age","sds",25,0.00000001,10
"income",0.0029248701031218,0.0181753827391396,0.160924814904902,0.872237284471579,"age","sds",25,0.00000001,10
"wealth",-0.00912461117714998,0.00960961136741304,-0.949529676932854,0.342583889310193,"age","sds",25,0.00000001,10
"(Intercept)",10.3376977216687,0.395251464418624,26.1547360409517,0.000000000000000000000000000000000000000000000000000000000000000000000000000811839963816685,"income","sds",25,0.00000001,10
"age",0.0176364942861595,0.0752047365279381,0.234513078569296,0.81472914869568,"income","sds",25,0.00000001,10
"wealth",-0.0326168097234063,0.0211402052438195,-1.54288046625953,0.124789542399691,"income","sds",25,0.00000001,10
"(Intercept)",13.6244214542006,0.874683198706513,15.5764069486512,0.0000000000000000000000000000000000000022735738970777,"wealth","sds",25,0.00000001,10
"age",-0.123675490989291,0.132228423142748,-0.935316991988752,0.349857512425345,"wealth","sds",25,0.00000001,10
"income",-0.109094193705773,0.0709249420466156,-1.53816401618024,0.126019849698377,"wealth","sds",25,0.00000001,10
"(Intercept)",4.10050859757255,0.259253959277317,15.8165707825752,0.0000000000000000722198886946789,"age","sds",50,0.00000001,5
"income",0.00198731803486316,0.0198480042735017,0.100126844365726,0.920663878998878,"age","sds",50,0.00000001,5
"wealth",-0.0164859415553868,0.0104101539418382,-1.58364051554801,0.116879731256775,"age","sds",50,0.00000001,5
"(Intercept)",10.502160293677,0.41360862530024,25.3915408220838,0.00000000000000000000000000000000000000000667171511220016,"income","sds",50,0.00000001,5
"age",0.0115378308019161,0.0823810520616509,0.140054424083849,0.889204955864194,"income","sds",50,0.00000001,5
"wealth",-0.0442795409515793,0.0208517334055519,-2.12354244562658,0.0358348871777705,"income","sds",50,0.00000001,5
"(Intercept)",14.4090775012279,0.87732082532095,16.4239547100191,0.000000000000000000000000000000447983244436377,"wealth","sds",50,0.00000001,5
"age",-0.224729869831606,0.141370260602629,-1.58965449220815,0.115481743688168,"wealth","sds",50,0.00000001,5
"income",-0.146773232283801,0.0699079386239719,-2.09952167340078,0.0389518773782999,"wealth","sds",50,0.00000001,5
"(Intercept)",4.00295105561294,0.210448668684115,19.0210329228616,0.00000000000000000000000000000000000000000000000000000000000000000000000000278483785228957,"age","sds",50,0.00000001,10
"income",0.0112404204903867,0.0168388271776118,0.667529892184627,0.504450261178571,"age","sds",50,0.00000001,10
"wealth",-0.0157935758579396,0.00932262527825116,-1.69411248297029,0.0903997672620264,"age","sds",50,0.00000001,10
"(Intercept)",10.1768909271395,0.373973729715526,27.2128497765896,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110890917718929,"income","sds",50,0.00000001,10
"age",0.0475307852691254,0.070560952077899,0.673613151033614,0.500572709122083,"income","sds",50,0.00000001,10
"wealth",-0.0274787674938232,0.0194303968037157,-1.41421545691586,0.157628275502027,"income","sds",50,0.00000001,10
"(Intercept)",13.8985119742422,0.830339681873496,16.7383448938427,0.0000000000000000000000000000000000000000000000000000000193183987662816,"wealth","sds",50,0.00000001,10
"age",-0.224449005885791,0.132311748124002,-1.69636490385902,0.0899960940590934,"wealth","sds",50,0.00000001,10
"income",-0.0966255941147098,0.0662629062443966,-1.45821545705114,0.145250662757268,"wealth","sds",50,0.00000001,10
"(Intercept)",3.89444639619629,0.230603887229778,16.8880344688891,0.00000000000000000000000000000000000000179746826429191,"age","sds",5,0.000001,5
"income",0.0118069379310677,0.017802772711132,0.663207811650871,0.507419783031558,"age","sds",5,0.000001,5
"wealth",-0.00848789422518848,0.0100432443024704,-0.845134696474586,0.399349629093773,"age","sds",5,0.000001,5
"(Intercept)",10.4264518704534,0.363638783053096,28.6725518739045,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000698475218953083,"income","sds",5,0.000001,5
"age",0.0483875910197272,0.0705400888931633,0.685958747415428,0.493058632239101,"income","sds",5,0.000001,5
"wealth",-0.0503422891755999,0.0195004270754799,-2.58159931476071,0.0104496518413155,"income","sds",5,0.000001,5
"(Intercept)",14.2333751056452,0.873160387997274,16.3009858226523,0.0000000000000000000000000000000654966786764495,"wealth","sds",5,0.000001,5
"age",-0.114149102837581,0.136626626768716,-0.835482113093626,0.404747222080402,"wealth","sds",5,0.000001,5
"income",-0.176385049950185,0.0690141367349081,-2.55578144268763,0.0116897463029349,"wealth","sds",5,0.000001,5
"(Intercept)",3.99483028736038,0.227310338314839,17.5743449109089,0.000000000000000000000000000000000000000000000000000108056641794808,"age","sds",5,0.000001,10
"income",0.000324190039006927,0.017434026515081,0.0185952475595063,0.985166602560919,"age","sds",5,0.000001,10
"wealth",-0.00715093392770175,0.0102614553079702,-0.69687327119649,0.486514793771679,"age","sds",5,0.000001,10
"(Intercept)",10.6277210390468,0.373094390323307,28.485341282771,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101188086265338,"income","sds",5,0.000001,10
"age",0.00244404560087015,0.072071973445389,0.0339111791176646,0.972953533306604,"income","sds",5,0.000001,10
"wealth",-0.0518207285053785,0.0195041775665563,-2.65690405701777,0.00797473756693735,"income","sds",5,0.000001,10
"(Intercept)",14.140009035067,0.823249411378552,17.1758507684678,0.000000000000000000000000000000000000000000000000000000000517267307555087,"wealth","sds",5,0.000001,10
"age",-0.0978164936864512,0.139394431808339,-0.701724541055877,0.483601852381826,"wealth","sds",5,0.000001,10
"income",-0.169895927015571,0.0639957824128185,-2.65479881032818,0.0080458132167357,"wealth","sds",5,0.000001,10
"(Intercept)",3.89734985487093,0.210575545062778,18.5080838979143,0.0000000000000000000000000000000000000000000000000000000000000000000000190278100871587,"age","sds",10,0.000001,5
"income",0.0189545269608306,0.0174409504086432,1.08678291702711,0.27794541826214,"age","sds",10,0.000001,5
"wealth",-0.0137394363172815,0.00950329077178915,-1.44575564898714,0.149166144282083,"age","sds",10,0.000001,5
"(Intercept)",10.3297304194856,0.379020930093884,27.2537203075485,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000762505963756063,"income","sds",10,0.000001,5
"age",0.0822325005930312,0.0745404990625512,1.10319224619123,0.270939458386837,"income","sds",10,0.000001,5
"wealth",-0.0496262672258057,0.0186865396341674,-2.65572268581318,0.00793516242115856,"income","sds",10,0.000001,5
"(Intercept)",14.4396769985216,0.816629153991972,17.6820493463102,0.00000000000000000000000000000000000000000000000000000000198854608632101,"wealth","sds",10,0.000001,5
"age",-0.195907362459993,0.135524159893481,-1.44555304835663,0.14924101563823,"wealth","sds",10,0.000001,5
"income",-0.166539940545517,0.0627265258886826,-2.65501617036892,0.00795282878600411,"wealth","sds",10,0.000001,5
"(Intercept)",3.97311809350967,0.217733713256032,18.2476017796918,0.0000000000000000000000000000000000000000000000000000000000000000189729730231256,"age","sds",10,0.000001,10
"income",0.00952245639517809,0.0172545991587678,0.551879316787219,0.581084338594846,"age","sds",10,0.000001,10
"wealth",-0.0128925226256669,0.00951070893989021,-1.35557955849038,0.175628458369716,"age","sds",10,0.000001,10
"(Intercept)",10.4108364471188,0.36989633803148,28.1452811956002,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184953001363049,"income","sds",10,0.000001,10
"age",0.0387649311124762,0.0708782142952395,0.546923077816308,0.584487752861597,"income","sds",10,0.000001,10
"wealth",-0.0434798866355655,0.019916688575458,-2.18308814092433,0.0297781531959173,"income","sds",10,0.000001,10
"(Intercept)",14.3044137280883,0.836865896123289,17.0928386427888,0.000000000000000000000000000000000000000000000000000000000962057802447449,"wealth","sds",10,0.000001,10
"age",-0.181860581459409,0.134264385862369,-1.35449605858869,0.175915875219666,"wealth","sds",10,0.000001,10
"income",-0.149800706482711,0.0688328554521072,-2.17629655923456,0.0302883256136229,"wealth","sds",10,0.000001,10
"(Intercept)",3.91554800951509,0.256502749661682,15.265130742963,0.00000000000000172784576746463,"age","sds",25,0.000001,5
"income",0.00688530336560076,0.019984914147205,0.344525040982661,0.732176012345734,"age","sds",25,0.000001,5
"wealth",-0.00535752442239686,0.0100948662616796,-0.530717721614022,0.596661058597538,"age","sds",25,0.000001,5
"(Intercept)",10.1665012516453,0.417990249301949,24.3223406972375,0.000000000000000000000000000000356402493186472,"income","sds",25,0.000001,5
"age",0.031466259073067,0.0830951038332215,0.37867765513865,0.7067771443445,"income","sds",25,0.000001,5
"wealth",-0.0232930344866449,0.0188874396977589,-1.2332552669597,0.21755218768397,"income","sds",25,0.000001,5
"(Intercept)",13.1635037094445,0.8580805775478,15.3406382266136,0.000000000000000000000000000000000151096429075,"wealth","sds",25,0.000001,5
"age",-0.0765105301093859,0.141166035312324,-0.541989650273239,0.588975747386883,"wealth","sds",25,0.000001,5
"income",-0.0791585851971715,0.0634787103139444,-1.24700997871065,0.212544068327013,"wealth","sds",25,0.000001,5
"(Intercept)",3.98723576606256,0.221385235525468,18.0103960257272,0.0000000000000000000000000000000000000000000000000000000000000303002001908431,"age","sds",25,0.000001,10
"income",0.00901068744592598,0.017214115416652,0.523447602611606,0.600688736887963,"age","sds",25,0.000001,10
"wealth",-0.0141028583153814,0.00999933025611716,-1.41038029089537,0.159249363436494,"age","sds",25,0.000001,10
"(Intercept)",10.4246061637643,0.3886299640679,26.8239897270065,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000385627357385274,"income","sds",25,0.000001,10
"age",0.0379260403967062,0.0702911146533426,0.53955667915849,0.589532862866458,"income","sds",25,0.000001,10
"wealth",-0.0455913097361244,0.0203627932664313,-2.23895165754509,0.0258774998341428,"income","sds",25,0.000001,10
"(Intercept)",14.3317097160325,0.905216492228621,15.832355949181,0.00000000000000000000000000000000509626698594401,"wealth","sds",25,0.000001,10
"age",-0.192742929978564,0.135583020098031,-1.42158604992871,0.155909768885666,"wealth","sds",25,0.000001,10
"income",-0.151902491157653,0.0675395896879845,-2.24908815495332,0.0251361962697114,"wealth","sds",25,0.000001,10
"(Intercept)",4.00664757163538,0.222747273630472,17.9874146441057,0.000000000000000000000000000000000000000000563211558708033,"age","sds",50,0.000001,5
"income",0.00688564449798553,0.0180096971069272,0.382329833594871,0.702498150493617,"age","sds",50,0.000001,5
"wealth",-0.0138055534693537,0.0093554346927262,-1.47567204761607,0.140375026340445,"age","sds",50,0.000001,5
"(Intercept)",10.1888391657035,0.399123839398206,25.5280145156603,0.00000000000000000000000000000000000000000156468981472594,"income","sds",50,0.000001,5
"age",0.0268782029434191,0.0724703696609502,0.370885412468126,0.710995774470711,"income","sds",50,0.000001,5
"wealth",-0.0230297252015088,0.0210831053192095,-1.09233079533714,0.279110617796924,"income","sds",50,0.000001,5
"(Intercept)",13.5997048487948,0.905443970265446,15.0199297752326,0.000000000000000000000000123634079424811,"wealth","sds",50,0.000001,5
"age",-0.192123892960151,0.13113791145272,-1.46505225553649,0.143217548698479,"wealth","sds",50,0.000001,5
"income",-0.083264346952533,0.0734964585542825,-1.13290284444163,0.261773810947638,"wealth","sds",50,0.000001,5
"(Intercept)",3.97206295852443,0.222136132263186,17.8812105804487,0.000000000000000000000000000000000000000000000000000000233622394216955,"age","sds",50,0.000001,10
"income",0.0102573232519067,0.0180577060468377,0.568030248432521,0.570246263439157,"age","sds",50,0.000001,10
"wealth",-0.013550885226512,0.00928049928823753,-1.46014614145674,0.144377114023698,"age","sds",50,0.000001,10
"(Intercept)",10.2232329607949,0.377495709673646,27.081719603206,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234168337717231,"income","sds",50,0.000001,10
"age",0.041518556444844,0.0734170672195777,0.565516412153446,0.571967181247125,"income","sds",50,0.000001,10
"wealth",-0.0293931146145108,0.0184710795839834,-1.59130463819765,0.111591961910495,"income","sds",50,0.000001,10
"(Intercept)",13.8347268289887,0.832722496951116,16.6138502077732,0.00000000000000000000000000000000000000000000000000000000029465850615489,"wealth","sds",50,0.000001,10
"age",-0.194795579777469,0.132313509676601,-1.47222744112515,0.141094873691689,"wealth","sds",50,0.000001,10
"income",-0.102872642089338,0.0648029313569693,-1.58746896066568,0.112453727041108,"wealth","sds",50,0.000001,10
"(Intercept)",3.86965315905412,0.225841459828069,17.1343789665549,0.0000000000000000000000000000000000189880417408846,"age","sds",5,0.0001,5
"income",0.0177398470330642,0.0179562765968285,0.987946857323274,0.324648574137123,"age","sds",5,0.0001,5
"wealth",-0.00991520296406696,0.010593054050234,-0.936009852970396,0.353171558428352,"age","sds",5,0.0001,5
"(Intercept)",10.1857265564702,0.405981503912366,25.0891394270731,0.00000000000000000000000000000000000000000440855748295835,"income","sds",5,0.0001,5
"age",0.073931888852553,0.0749091442312116,0.986954124377095,0.325012717188349,"income","sds",5,0.0001,5
"wealth",-0.0391644031146494,0.0212842128121478,-1.84006819797895,0.0700213878443616,"income","sds",5,0.0001,5
