"X1","X2","val","copies","data"
"10.income","15.ysepdiv",0.000972566375205392,5,"sd2011"
"10.income","16.ls",0.00112891224430772,5,"sd2011"
"10.income","17.depress",0.000772860344152266,5,"sd2011"
"10.income","18.trust",0.000555561476258847,5,"sd2011"
"10.income","19.trustfam",0.000485028377489427,5,"sd2011"
"10.income","20.trustneigh",0.000459512506885042,5,"sd2011"
"10.income","21.sport",0.000328376970331006,5,"sd2011"
"10.income","22.nofriend",0.000631721716691794,5,"sd2011"
"10.income","23.smoke",0.000335838360130721,5,"sd2011"
"10.income","24.nociga",0.000203729445479312,5,"sd2011"
"10.income","25.alcabuse",0.00032004082603379,5,"sd2011"
"10.income","26.alcsol",0.000339596250612065,5,"sd2011"
"10.income","27.workab",0.000546967862180729,5,"sd2011"
"10.income","28.wkabdur",0.0000703334700064412,5,"sd2011"
"10.income","29.wkabint",0.000400882597527066,5,"sd2011"
"10.income","30.wkabintdur",0.000669796909437562,5,"sd2011"
"10.income","31.emcc",0.002012610637064,5,"sd2011"
"10.income","32.englang",0.000502765381129431,5,"sd2011"
"10.income","33.height",0.00087148321256398,5,"sd2011"
"10.income","34.weight",0.000674793633931361,5,"sd2011"
"10.income","35.bmi",0.000827344015410764,5,"sd2011"
"11.marital","12.mmarr",0.00101540890437312,5,"sd2011"
"11.marital","13.ymarr",0.000889727039961882,5,"sd2011"
"11.marital","14.msepdiv",0.000565350673342965,5,"sd2011"
"11.marital","15.ysepdiv",0.000694263214585742,5,"sd2011"
"11.marital","16.ls",0.00090857815924941,5,"sd2011"
"11.marital","17.depress",0.000868497441170874,5,"sd2011"
"11.marital","18.trust",0.000430484930976504,5,"sd2011"
"11.marital","19.trustfam",0.00073626945178558,5,"sd2011"
"11.marital","20.trustneigh",0.000497234713966608,5,"sd2011"
"11.marital","21.sport",0.000368364203105772,5,"sd2011"
"11.marital","22.nofriend",0.000756559514484053,5,"sd2011"
"11.marital","23.smoke",0.000303268258827274,5,"sd2011"
"11.marital","24.nociga",0.000184005108752555,5,"sd2011"
"11.marital","25.alcabuse",0.000326486120077898,5,"sd2011"
"11.marital","26.alcsol",0.000527718103553433,5,"sd2011"
"11.marital","27.workab",0.000418144945823568,5,"sd2011"
"11.marital","28.wkabdur",0.0000762828803952024,5,"sd2011"
"11.marital","29.wkabint",0.000610949783237632,5,"sd2011"
"11.marital","30.wkabintdur",0.000915904470386294,5,"sd2011"
"11.marital","31.emcc",0.00123045592709066,5,"sd2011"
"11.marital","32.englang",0.000645093576553871,5,"sd2011"
"11.marital","33.height",0.000793022896192496,5,"sd2011"
"11.marital","34.weight",0.000797470555907014,5,"sd2011"
"11.marital","35.bmi",0.000850746441767799,5,"sd2011"
"12.mmarr","13.ymarr",0.000956670176286434,5,"sd2011"
"12.mmarr","14.msepdiv",0.000760427757161479,5,"sd2011"
"12.mmarr","15.ysepdiv",0.000780799554580557,5,"sd2011"
"12.mmarr","16.ls",0.000995628531563979,5,"sd2011"
"12.mmarr","17.depress",0.000673776809010905,5,"sd2011"
"12.mmarr","18.trust",0.000383121425121647,5,"sd2011"
"12.mmarr","19.trustfam",0.000505598691122979,5,"sd2011"
"12.mmarr","20.trustneigh",0.000413770619381719,5,"sd2011"
"12.mmarr","21.sport",0.00030839828186785,5,"sd2011"
"12.mmarr","22.nofriend",0.00062574030081543,5,"sd2011"
"12.mmarr","23.smoke",0.000300933075875872,5,"sd2011"
"12.mmarr","24.nociga",0.000216760276031342,5,"sd2011"
"12.mmarr","25.alcabuse",0.000336493157832363,5,"sd2011"
"12.mmarr","26.alcsol",0.000386598311582239,5,"sd2011"
"12.mmarr","27.workab",0.000264359357445026,5,"sd2011"
"12.mmarr","28.wkabdur",0.0000645203141504289,5,"sd2011"
"12.mmarr","29.wkabint",0.000374573246120633,5,"sd2011"
"12.mmarr","30.wkabintdur",0.000869834070136069,5,"sd2011"
"12.mmarr","31.emcc",0.00164251401401611,5,"sd2011"
"12.mmarr","32.englang",0.000706625651250105,5,"sd2011"
"12.mmarr","33.height",0.000819858739309933,5,"sd2011"
"12.mmarr","34.weight",0.000851238784552506,5,"sd2011"
"12.mmarr","35.bmi",0.000860030232458768,5,"sd2011"
"13.ymarr","14.msepdiv",0.000600377425882877,5,"sd2011"
